"","Site","Date","Depth","DO","%_DO","Temp","Year","Month","Layer","Layer_Spline"
"5728","PLNO",2021-08-30,7,7.57,82.9,19.8,"2021","Aug","Epilimnion","Epilimnion"
"5729","PLNO",2021-08-30,8,7.58,82.9,19.7,"2021","Aug","Epilimnion","Epilimnion"
"5730","PLNO",2021-08-30,9,7.58,82.7,19.6,"2021","Aug","Epilimnion","Epilimnion"
"5731","PLNO",2021-08-30,10,7.57,82.4,19.5,"2021","Aug","Thermocline","Thermocline"
"5732","PLNO",2021-08-30,11,8.69,89.1,16.6,"2021","Aug","Thermocline","Thermocline"
"5733","PLNO",2021-08-30,13,9.42,88.1,12.4,"2021","Aug","Hypolimnion","Thermocline"
"5734","PLNO",2021-08-30,15,9.44,84.5,10.6,"2021","Aug","Hypolimnion","Hypolimnion"
"5735","PLNO",2021-08-30,17,9.33,80.6,9.1,"2021","Aug","Hypolimnion","Hypolimnion"
"5736","PLNO",2021-08-30,19,9.19,78.2,8.4,"2021","Aug","Hypolimnion","Hypolimnion"
"5737","PLNO",2021-08-30,21,8.74,73.1,7.7,"2021","Aug","Hypolimnion","Hypolimnion"
"5738","PLNO",2021-08-30,23,8.84,73.3,7.2,"2021","Aug","Hypolimnion","Hypolimnion"
"5739","PLNO",2021-08-30,25,8.84,72.7,7,"2021","Aug","Hypolimnion","Hypolimnion"
"5740","PLNO",2021-08-30,27,8.74,71.6,6.8,"2021","Aug","Hypolimnion","Hypolimnion"
"5741","PLNO",2021-08-30,29,8.66,70.8,6.7,"2021","Aug","Hypolimnion","Hypolimnion"
"5742","PLNO",2021-08-30,31,8.6,69.9,6.5,"2021","Aug","Hypolimnion","Hypolimnion"
"5743","PLNO",2021-08-30,33,8.53,69.1,6.4,"2021","Aug","Hypolimnion","Hypolimnion"
"5744","PLNO",2021-08-30,35,8.47,68.6,6.3,"2021","Aug","Hypolimnion","Hypolimnion"
"5745","PLNO",2021-08-30,37,8.42,68.1,6.3,"2021","Aug","Hypolimnion","Hypolimnion"
"5746","PLNO",2021-08-30,39,8.38,67.6,6.2,"2021","Aug","Hypolimnion","Hypolimnion"
"5747","PLNO",2021-08-30,41,8.32,67.2,6.2,"2021","Aug","Hypolimnion","Hypolimnion"
"5748","PLNO",2021-08-30,43,8.01,64.6,6.2,"2021","Aug","Hypolimnion","Hypolimnion"
"5749","PLNO",2021-08-30,45,7.7,61.7,6.2,"2021","Aug","Hypolimnion","Hypolimnion"
"5750","PLNO",2021-09-20,0.1,7.95,82.4,17.1,"2021","Sep","Epilimnion","Epilimnion"
"5751","PLNO",2021-09-20,1,7.91,82.2,17.2,"2021","Sep","Epilimnion","Epilimnion"
"5752","PLNO",2021-09-20,2,7.89,82,17.2,"2021","Sep","Epilimnion","Epilimnion"
"5753","PLNO",2021-09-20,3,7.85,81.7,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5754","PLNO",2021-09-20,4,7.84,81.6,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5755","PLNO",2021-09-20,5,7.82,81.4,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5756","PLNO",2021-09-20,6,7.81,81.3,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5757","PLNO",2021-09-20,7,7.79,81.1,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5758","PLNO",2021-09-20,8,7.78,81,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5759","PLNO",2021-09-20,9,7.77,80.8,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5760","PLNO",2021-09-20,10,7.75,80.7,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5761","PLNO",2021-09-20,11,7.74,80.5,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5762","PLNO",2021-09-20,12,7.73,80.4,17.3,"2021","Sep","Epilimnion","Epilimnion"
"5763","PLNO",2021-09-20,13,7.71,80.3,17.3,"2021","Sep","Thermocline","Thermocline"
"5764","PLNO",2021-09-20,14,8.49,84.9,14.2,"2021","Sep","Thermocline","Thermocline"
"5765","PLNO",2021-09-20,16,8.68,79.4,11.4,"2021","Sep","Thermocline","Thermocline"
"5766","PLNO",2021-09-20,18,8.79,76.2,9.1,"2021","Sep","Hypolimnion","Hypolimnion"
"5767","PLNO",2021-09-20,20,8.94,76.3,8.5,"2021","Sep","Hypolimnion","Hypolimnion"
"5768","PLNO",2021-09-20,22,8.68,72.7,7.8,"2021","Sep","Hypolimnion","Hypolimnion"
"5769","PLNO",2021-09-20,24,8.48,70.3,7.4,"2021","Sep","Hypolimnion","Hypolimnion"
"5770","PLNO",2021-09-20,26,8.47,70.3,7.2,"2021","Sep","Hypolimnion","Hypolimnion"
"5771","PLNO",2021-09-20,28,8.56,70.4,6.9,"2021","Sep","Hypolimnion","Hypolimnion"
"5772","PLNO",2021-09-20,30,8.59,70.2,6.8,"2021","Sep","Hypolimnion","Hypolimnion"
"5773","PLNO",2021-09-20,32,8.55,69.7,6.6,"2021","Sep","Hypolimnion","Hypolimnion"
"5774","PLNO",2021-09-20,34,8.5,69.1,6.5,"2021","Sep","Hypolimnion","Hypolimnion"
"5775","PLNO",2021-09-20,36,8.33,67.4,6.4,"2021","Sep","Hypolimnion","Hypolimnion"
"5776","PLNO",2021-09-20,38,8.16,66,6.3,"2021","Sep","Hypolimnion","Hypolimnion"
"5777","PLNO",2021-09-20,40,8.1,65.5,6.3,"2021","Sep","Hypolimnion","Hypolimnion"
"5778","PLNO",2021-09-20,42,8.06,65.2,6.3,"2021","Sep","Hypolimnion","Hypolimnion"
"5779","PLNO",2021-09-20,44,8.03,65,6.3,"2021","Sep","Hypolimnion","Hypolimnion"
"5780","PLNO",2022-06-26,0.1,8.58,88.7,16.9,"2022","Jun","Epilimnion","Epilimnion"
"5781","PLNO",2022-06-26,1,8.67,89.5,16.9,"2022","Jun","Epilimnion","Epilimnion"
"5782","PLNO",2022-06-26,2,8.66,89.4,16.9,"2022","Jun","Epilimnion","Epilimnion"
"5783","PLNO",2022-06-26,3,8.73,88.8,16.2,"2022","Jun","Epilimnion","Epilimnion"
"5784","PLNO",2022-06-26,4,8.78,88.6,15.8,"2022","Jun","Epilimnion","Epilimnion"
"5785","PLNO",2022-06-26,5,8.76,88,16.6,"2022","Jun","Thermocline","Epilimnion"
"5786","PLNO",2022-06-26,6,8.8,87.9,15.3,"2022","Jun","Thermocline","Epilimnion"
"5787","PLNO",2022-06-26,7,8.81,87.7,15.2,"2022","Jun","Thermocline","Epilimnion"
"5788","PLNO",2022-06-26,8,8.8,87.4,15.1,"2022","Jun","Thermocline","Epilimnion"
"5789","PLNO",2022-06-26,9,8.77,87.2,15.1,"2022","Jun","Thermocline","Epilimnion"
"5790","PLNO",2022-06-26,10,8.77,87,15,"2022","Jun","Thermocline","Epilimnion"
"5791","PLNO",2022-06-26,11,8.77,86.8,14.9,"2022","Jun","Thermocline","Epilimnion"
"5792","PLNO",2022-06-26,12,8.76,86.5,14.8,"2022","Jun","Thermocline","Epilimnion"
"5793","PLNO",2022-06-26,13,8.76,86.3,14.7,"2022","Jun","Thermocline","Epilimnion"
"5794","PLNO",2022-06-26,14,8.76,86.3,14.7,"2022","Jun","Thermocline","Epilimnion"
"5795","PLNO",2022-06-26,15,8.77,86.3,14.6,"2022","Jun","Thermocline","Epilimnion"
"5796","PLNO",2022-06-26,16,8.78,86.2,14.5,"2022","Jun","Thermocline","Thermocline"
"5797","PLNO",2022-06-26,17,8.77,84.9,13.9,"2022","Jun","Thermocline","Thermocline"
"5798","PLNO",2022-06-26,18,8.98,77.9,9.1,"2022","Jun","Hypolimnion","Thermocline"
"5799","PLNO",2022-06-26,19,8.98,77.1,8.7,"2022","Jun","Hypolimnion","Thermocline"
"5800","PLNO",2022-06-26,20,8.96,75.7,8,"2022","Jun","Hypolimnion","Hypolimnion"
"5801","PLNO",2022-06-26,22,9.04,75.5,7.6,"2022","Jun","Hypolimnion","Hypolimnion"
"5802","PLNO",2022-06-26,24,9.01,74.2,7,"2022","Jun","Hypolimnion","Hypolimnion"
"5803","PLNO",2022-06-26,26,9,73.6,6.7,"2022","Jun","Hypolimnion","Hypolimnion"
"5804","PLNO",2022-06-26,28,9,73.2,6.5,"2022","Jun","Hypolimnion","Hypolimnion"
"5805","PLNO",2022-06-26,30,9.02,72.9,6.2,"2022","Jun","Hypolimnion","Hypolimnion"
"5806","PLNO",2022-06-26,35,9.01,72,6,"2022","Jun","Hypolimnion","Hypolimnion"
"5807","PLNO",2022-06-26,40,6.9,72,6,"2022","Jun","Hypolimnion","Hypolimnion"
"5808","PLNO",2022-06-26,45,8.9,70.7,5.6,"2022","Jun","Hypolimnion","Hypolimnion"
"5809","PLNO",2022-07-27,0.1,7.11,86.2,25.2,"2022","Jul","Epilimnion","Epilimnion"
"5810","PLNO",2022-07-27,1,7.17,86.5,24.8,"2022","Jul","Epilimnion","Epilimnion"
"5811","PLNO",2022-07-27,2,7.16,86,24.7,"2022","Jul","Epilimnion","Epilimnion"
"5812","PLNO",2022-07-27,3,7.19,85.5,24.1,"2022","Jul","Epilimnion","Epilimnion"
"5813","PLNO",2022-07-27,4,7.2,85.1,23.8,"2022","Jul","Thermocline","Epilimnion"
"5814","PLNO",2022-07-27,5,7.2,84.8,22.6,"2022","Jul","Thermocline","Thermocline"
"5815","PLNO",2022-07-27,6,7.28,84.2,22.5,"2022","Jul","Thermocline","Thermocline"
"5816","PLNO",2022-07-27,7,7.89,85.2,19.5,"2022","Jul","Thermocline","Thermocline"
"5817","PLNO",2022-07-27,8,8.33,86.4,17.2,"2022","Jul","Thermocline","Thermocline"
"5818","PLNO",2022-07-27,9,8.75,87.9,15.5,"2022","Jul","Thermocline","Thermocline"
"5819","PLNO",2022-07-27,10,8.9,86.7,14.1,"2022","Jul","Hypolimnion","Thermocline"
"5820","PLNO",2022-07-27,15,8.96,89.9,9.9,"2022","Jul","Hypolimnion","Hypolimnion"
"5821","PLNO",2022-07-27,20,8.8,73.1,7.5,"2022","Jul","Hypolimnion","Hypolimnion"
"5822","PLNO",2022-07-27,25,8.79,71.9,6.7,"2022","Jul","Hypolimnion","Hypolimnion"
"5823","PLNO",2022-07-27,30,8.88,71.7,6.2,"2022","Jul","Hypolimnion","Hypolimnion"
"5824","PLNO",2022-07-27,35,8.84,71,6,"2022","Jul","Hypolimnion","Hypolimnion"
"5825","PLNO",2022-07-27,40,8.62,68.9,5.8,"2022","Jul","Hypolimnion","Hypolimnion"
"5826","PLNO",2022-08-23,0.1,7.11,84.5,24,"2022","Aug","Epilimnion","Epilimnion"
"5827","PLNO",2022-08-23,1,7.13,84.6,23.9,"2022","Aug","Epilimnion","Epilimnion"
"5828","PLNO",2022-08-23,2,7.14,84.5,23.8,"2022","Aug","Epilimnion","Epilimnion"
"5829","PLNO",2022-08-23,3,7.13,84.3,23.7,"2022","Aug","Epilimnion","Epilimnion"
"5830","PLNO",2022-08-23,4,7.13,84.1,23.6,"2022","Aug","Epilimnion","Epilimnion"
"5831","PLNO",2022-08-23,5,7.14,84.1,23.5,"2022","Aug","Epilimnion","Epilimnion"
"5832","PLNO",2022-08-23,6,7.15,83.9,23.4,"2022","Aug","Epilimnion","Epilimnion"
"5833","PLNO",2022-08-23,7,7.34,85.3,22.8,"2022","Aug","Thermocline","Thermocline"
"5834","PLNO",2022-08-23,8,7.99,88.8,20.2,"2022","Aug","Thermocline","Thermocline"
"5835","PLNO",2022-08-23,9,8.59,89.6,17.3,"2022","Aug","Thermocline","Thermocline"
"5836","PLNO",2022-08-23,10,8.93,86.9,14.1,"2022","Aug","Hypolimnion","Thermocline"
"5837","PLNO",2022-08-23,15,8.96,78.1,9.5,"2022","Aug","Hypolimnion","Hypolimnion"
"5838","PLNO",2022-08-23,20,8.8,73.6,7.7,"2022","Aug","Hypolimnion","Hypolimnion"
"5839","PLNO",2022-08-23,25,8.66,NA,6.9,"2022","Aug","Hypolimnion","Hypolimnion"
"5840","PLNO",2022-08-23,30,8.64,70.1,6.4,"2022","Aug","Hypolimnion","Hypolimnion"
"5841","PLNO",2022-08-23,35,8.6,69.4,6.2,"2022","Aug","Hypolimnion","Hypolimnion"
"5842","PLNO",2022-08-23,40,8.43,67.5,5.9,"2022","Aug","Hypolimnion","Hypolimnion"
"5843","PLNO",2022-08-23,45,8.1,64.2,5.8,"2022","Aug","Hypolimnion","Hypolimnion"
"5844","PLNO",2022-09-19,0.1,7.75,83.3,18.8,"2022","Sep","Epilimnion","Epilimnion"
"5845","PLNO",2022-09-19,1,7.72,83,18.9,"2022","Sep","Epilimnion","Epilimnion"
"5846","PLNO",2022-09-19,2,7.7,82.9,18.9,"2022","Sep","Epilimnion","Epilimnion"
"5847","PLNO",2022-09-19,3,7.69,82.8,18.9,"2022","Sep","Epilimnion","Epilimnion"
"5848","PLNO",2022-09-19,4,7.68,82.6,18.9,"2022","Sep","Epilimnion","Epilimnion"
"5849","PLNO",2022-09-19,5,7.68,82.4,18.8,"2022","Sep","Epilimnion","Epilimnion"
"5850","PLNO",2022-09-19,6,7.66,82.3,18.8,"2022","Sep","Epilimnion","Epilimnion"
"5851","PLNO",2022-09-19,7,7.66,82.2,18.8,"2022","Sep","Epilimnion","Epilimnion"
"5852","PLNO",2022-09-19,8,7.65,82.2,18.8,"2022","Sep","Epilimnion","Epilimnion"
"5853","PLNO",2022-09-19,9,7.65,82.1,18.8,"2022","Sep","Epilimnion","Epilimnion"
"5854","PLNO",2022-09-19,10,7.65,82,18.7,"2022","Sep","Epilimnion","Epilimnion"
"5855","PLNO",2022-09-19,11,7.77,82,18,"2022","Sep","Thermocline","Thermocline"
"5856","PLNO",2022-09-19,12,8.75,86.2,14.6,"2022","Sep","Thermocline","Thermocline"
"5857","PLNO",2022-09-19,15,8.98,78.2,9.3,"2022","Sep","Hypolimnion","Hypolimnion"
"5858","PLNO",2022-09-19,20,8.53,70.7,7.3,"2022","Sep","Hypolimnion","Hypolimnion"
"5859","PLNO",2022-09-19,25,8.42,68.9,6.8,"2022","Sep","Hypolimnion","Hypolimnion"
"5860","PLNO",2022-09-19,30,8.46,68.6,6.4,"2022","Sep","Hypolimnion","Hypolimnion"
"5861","PLNO",2022-09-19,35,8.39,67.7,6.2,"2022","Sep","Hypolimnion","Hypolimnion"
"5862","PLNO",2023-06-21,0.1,9.74,102.9,18,"2023","Jun","Epilimnion","Epilimnion"
"5863","PLNO",2023-06-21,1,9.73,102.6,17.9,"2023","Jun","Epilimnion","Epilimnion"
"5864","PLNO",2023-06-21,2,9.73,102.4,17.8,"2023","Jun","Epilimnion","Epilimnion"
"5865","PLNO",2023-06-21,3,9.72,102.4,17.7,"2023","Jun","Epilimnion","Epilimnion"
"5866","PLNO",2023-06-21,4,9.72,102,17.7,"2023","Jun","Epilimnion","Epilimnion"
"5867","PLNO",2023-06-21,5,9.7,101.8,17.7,"2023","Jun","Epilimnion","Epilimnion"
"5868","PLNO",2023-06-21,6,9.7,101.6,17.6,"2023","Jun","Epilimnion","Epilimnion"
"5869","PLNO",2023-06-21,7,9.67,101.3,17.6,"2023","Jun","Epilimnion","Epilimnion"
"5870","PLNO",2023-06-21,8,9.68,101.2,17.5,"2023","Jun","Epilimnion","Epilimnion"
"5871","PLNO",2023-06-21,9,9.71,100.9,17.2,"2023","Jun","Thermocline","Thermocline"
"5872","PLNO",2023-06-21,10,10.4,99.3,13.2,"2023","Jun","Thermocline","Thermocline"
"5873","PLNO",2023-06-21,11,11.24,98,9.5,"2023","Jun","Thermocline","Thermocline"
"5874","PLNO",2023-06-21,12,11.55,97.3,7.9,"2023","Jun","Hypolimnion","Hypolimnion"
"5875","PLNO",2023-06-21,13,11.66,97.2,7.5,"2023","Jun","Hypolimnion","Hypolimnion"
"5876","PLNO",2023-06-21,14,11.77,97,7.1,"2023","Jun","Hypolimnion","Hypolimnion"
"5877","PLNO",2023-06-21,15,11.79,96.2,6.6,"2023","Jun","Hypolimnion","Hypolimnion"
"5878","PLNO",2023-06-21,20,11.8,94.7,5.9,"2023","Jun","Hypolimnion","Hypolimnion"
"5879","PLNO",2023-06-21,25,11.78,93.3,5.5,"2023","Jun","Hypolimnion","Hypolimnion"
"5880","PLNO",2023-06-21,30,11.68,92.1,5.3,"2023","Jun","Hypolimnion","Hypolimnion"
"5881","PLNO",2023-06-21,35,11.57,90.7,5.1,"2023","Jun","Hypolimnion","Hypolimnion"
"5882","PLNO",2023-06-21,40,11.46,89.5,5.1,"2023","Jun","Hypolimnion","Hypolimnion"
"5883","PLNO",2023-06-21,45,11,85.1,5.1,"2023","Jun","Hypolimnion","Hypolimnion"
"5884","PLNO",2023-07-27,0.1,8.85,103.5,23.2,"2023","Jul","Epilimnion","Epilimnion"
"5885","PLNO",2023-07-27,1,8.87,103.6,23.2,"2023","Jul","Epilimnion","Epilimnion"
"5886","PLNO",2023-07-27,2,8.87,103.5,23,"2023","Jul","Epilimnion","Epilimnion"
"5887","PLNO",2023-07-27,3,8.86,103,22.9,"2023","Jul","Epilimnion","Epilimnion"
"5888","PLNO",2023-07-27,4,8.85,102.8,22.8,"2023","Jul","Epilimnion","Epilimnion"
"5889","PLNO",2023-07-27,5,8.87,102.6,22.6,"2023","Jul","Epilimnion","Epilimnion"
"5890","PLNO",2023-07-27,6,8.87,102.4,22.5,"2023","Jul","Epilimnion","Epilimnion"
"5891","PLNO",2023-07-27,7,8.88,102.3,22.4,"2023","Jul","Thermocline","Thermocline"
"5892","PLNO",2023-07-27,8,9.17,102.9,21,"2023","Jul","Thermocline","Thermocline"
"5893","PLNO",2023-07-27,9,11.6,112.8,14.2,"2023","Jul","Thermocline","Thermocline"
"5894","PLNO",2023-07-27,10,11.99,109.5,11.5,"2023","Jul","Hypolimnion","Thermocline"
"5895","PLNO",2023-07-27,15,11.85,97.2,7,"2023","Jul","Hypolimnion","Hypolimnion"
"5896","PLNO",2023-07-27,20,11.67,94.1,6.1,"2023","Jul","Hypolimnion","Hypolimnion"
"5897","PLNO",2023-07-27,25,11.57,92,5.6,"2023","Jul","Hypolimnion","Hypolimnion"
"5898","PLNO",2023-07-27,30,11.45,90.6,5.4,"2023","Jul","Hypolimnion","Hypolimnion"
"5899","PLNO",2023-07-27,35,11.26,88.9,5.3,"2023","Jul","Hypolimnion","Hypolimnion"
"5900","PLNO",2023-07-27,40,11.08,87.2,5.2,"2023","Jul","Hypolimnion","Hypolimnion"
"5901","PLNO",2023-07-27,42,10.43,83.9,5.2,"2023","Jul","Hypolimnion","Hypolimnion"
"5902","PLNO",2023-09-19,0.1,9.65,103.6,18.7,"2023","Sep","Epilimnion","Epilimnion"
"5903","PLNO",2023-09-19,1,9.62,103.3,18.8,"2023","Sep","Epilimnion","Epilimnion"
"5904","PLNO",2023-09-19,2,9.58,103.1,18.9,"2023","Sep","Epilimnion","Epilimnion"
"5905","PLNO",2023-09-19,3,9.56,102.8,18.9,"2023","Sep","Epilimnion","Epilimnion"
"5906","PLNO",2023-09-19,4,9.53,102.6,18.9,"2023","Sep","Epilimnion","Epilimnion"
"5907","PLNO",2023-09-19,5,9.52,102.4,18.9,"2023","Sep","Epilimnion","Epilimnion"
"5908","PLNO",2023-09-19,6,9.48,102.1,19,"2023","Sep","Epilimnion","Epilimnion"
"5909","PLNO",2023-09-19,7,9.46,102,19,"2023","Sep","Epilimnion","Epilimnion"
"5910","PLNO",2023-09-19,8,9.44,101.8,19,"2023","Sep","Epilimnion","Epilimnion"
"5911","PLNO",2023-09-19,9,9.43,101.6,19,"2023","Sep","Thermocline","Epilimnion"
"5912","PLNO",2023-09-19,10,10.35,108.6,17.6,"2023","Sep","Thermocline","Thermocline"
"5913","PLNO",2023-09-19,11,12.37,116.5,12.6,"2023","Sep","Thermocline","Thermocline"
"5914","PLNO",2023-09-19,15,11.7,96.3,7,"2023","Sep","Hypolimnion","Hypolimnion"
"5915","PLNO",2023-09-19,20,11.43,92.2,6.3,"2023","Sep","Hypolimnion","Hypolimnion"
"5916","PLNO",2023-09-19,25,11.21,89.8,6,"2023","Sep","Hypolimnion","Hypolimnion"
"5917","PLNO",2023-09-19,30,11.1,88.5,5.7,"2023","Sep","Hypolimnion","Hypolimnion"
"5918","PLNO",2023-09-19,35,10.98,87.2,5.6,"2023","Sep","Hypolimnion","Hypolimnion"
"5919","PLNO",2023-09-19,40,10.67,84.5,5.5,"2023","Sep","Hypolimnion","Hypolimnion"
"5920","PLNO",2023-09-19,42,10.53,83.3,5.4,"2023","Sep","Hypolimnion","Hypolimnion"
"5921","PLNO",2024-06-20,0.1,10.36,106,16.8,"2024","Jun","Epilimnion","Epilimnion"
"5922","PLNO",2024-06-20,1,10.45,106.8,16.4,"2024","Jun","Epilimnion","Epilimnion"
"5923","PLNO",2024-06-20,2,10.49,105.6,15.8,"2024","Jun","Epilimnion","Epilimnion"
"5924","PLNO",2024-06-20,3,10.5,104.8,15.3,"2024","Jun","Epilimnion","Epilimnion"
"5925","PLNO",2024-06-20,4,10.55,104.6,15,"2024","Jun","Epilimnion","Epilimnion"
"5926","PLNO",2024-06-20,5,10.57,104.4,14.9,"2024","Jun","Epilimnion","Epilimnion"
"5927","PLNO",2024-06-20,6,10.55,104,14.7,"2024","Jun","Epilimnion","Epilimnion"
"5928","PLNO",2024-06-20,7,10.56,102.6,14.5,"2024","Jun","Epilimnion","Epilimnion"
"5929","PLNO",2024-06-20,8,10.58,103.5,14.4,"2024","Jun","Epilimnion","Epilimnion"
"5930","PLNO",2024-06-20,9,10.57,103.53,14.3,"2024","Jun","Epilimnion","Epilimnion"
"5931","PLNO",2024-06-20,10,10.57,102.9,14.1,"2024","Jun","Thermocline","Epilimnion"
"5932","PLNO",2024-06-20,11,10.88,99.9,11.6,"2024","Jun","Hypolimnion","Thermocline"
"5933","PLNO",2024-06-20,12,11.04,99.7,10.9,"2024","Jun","Hypolimnion","Thermocline"
"5934","PLNO",2024-06-20,15,11.07,95.2,8.8,"2024","Jun","Hypolimnion","Hypolimnion"
"5935","PLNO",2024-06-20,20,11.14,92.5,7.3,"2024","Jun","Hypolimnion","Hypolimnion"
"5936","PLNO",2024-06-20,25,11.78,91.4,6.7,"2024","Jun","Hypolimnion","Hypolimnion"
"5937","PLNO",2024-06-20,30,11.13,90.1,6.3,"2024","Jun","Hypolimnion","Hypolimnion"
"5938","PLNO",2024-06-20,35,11.05,89.2,6.2,"2024","Jun","Hypolimnion","Hypolimnion"
"5939","PLNO",2024-06-20,40,10.97,88.1,6,"2024","Jun","Hypolimnion","Hypolimnion"
"5940","PLNO",2024-06-20,44,10.88,87.4,6,"2024","Jun","Hypolimnion","Hypolimnion"
"5941","PLNO",2024-06-20,45,10.78,86.8,6.1,"2024","Jun","Hypolimnion","Hypolimnion"
"5942","PLNO",2024-06-20,46,10.76,86.6,6.1,"2024","Jun","Hypolimnion","Hypolimnion"
"5943","PLNO",2024-06-20,48,10.74,86.5,6.1,"2024","Jun","Hypolimnion","Hypolimnion"
"5944","PLNO",2024-06-20,50,10.72,86.4,6.1,"2024","Jun","Hypolimnion","Hypolimnion"
"5945","PLNO",2024-07-23,0.1,8.85,106.5,24.4,"2024","Jul","Epilimnion","Epilimnion"
"5946","PLNO",2024-07-23,1,8.76,105.5,24.7,"2024","Jul","Epilimnion","Epilimnion"
"5947","PLNO",2024-07-23,2,8.72,105,24.7,"2024","Jul","Epilimnion","Epilimnion"
"5948","PLNO",2024-07-23,3,8.69,104.6,24.7,"2024","Jul","Epilimnion","Epilimnion"
"5949","PLNO",2024-07-23,4,8.66,104.2,24.7,"2024","Jul","Epilimnion","Epilimnion"
"5950","PLNO",2024-07-23,5,8.78,104,24.3,"2024","Jul","Thermocline","Thermocline"
"5951","PLNO",2024-07-23,6,9.71,111.9,22.2,"2024","Jul","Thermocline","Thermocline"
"5952","PLNO",2024-07-23,7,10.44,113.3,19.4,"2024","Jul","Thermocline","Thermocline"
"5953","PLNO",2024-07-23,8,10.66,112.8,18.2,"2024","Jul","Thermocline","Thermocline"
"5954","PLNO",2024-07-23,9,10.77,111.5,17.1,"2024","Jul","Thermocline","Thermocline"
"5955","PLNO",2024-07-23,10,10.4,111.1,16.4,"2024","Jul","Thermocline","Thermocline"
"5956","PLNO",2024-07-23,15,10.9,99,10.5,"2024","Jul","Hypolimnion","Thermocline"
"5957","PLNO",2024-07-23,20,10.88,91.7,7.9,"2024","Jul","Hypolimnion","Hypolimnion"
"5958","PLNO",2024-07-23,25,10.61,87.7,7.2,"2024","Jul","Hypolimnion","Hypolimnion"
"5959","PLNO",2024-07-23,30,10.52,85.8,6.6,"2024","Jul","Hypolimnion","Hypolimnion"
"5960","PLNO",2024-07-23,35,10.45,84.4,6.3,"2024","Jul","Hypolimnion","Hypolimnion"
"5961","PLNO",2024-08-20,0.1,9.03,103.1,21.9,"2024","Aug","Epilimnion","Epilimnion"
"5962","PLNO",2024-08-20,1,9.02,102.9,21.9,"2024","Aug","Epilimnion","Epilimnion"
"5963","PLNO",2024-08-20,2,9,102.7,21.9,"2024","Aug","Epilimnion","Epilimnion"
"5964","PLNO",2024-08-20,3,8.99,102.6,21.9,"2024","Aug","Epilimnion","Epilimnion"
"5965","PLNO",2024-08-20,4,8.99,102.4,21.8,"2024","Aug","Epilimnion","Epilimnion"
"5966","PLNO",2024-08-20,5,8.97,102.2,21.8,"2024","Aug","Epilimnion","Epilimnion"
"5967","PLNO",2024-08-20,6,8.96,102,21.8,"2024","Aug","Epilimnion","Epilimnion"
"5968","PLNO",2024-08-20,7,8.94,101.9,21.8,"2024","Aug","Epilimnion","Epilimnion"
"5969","PLNO",2024-08-20,8,8.93,101.7,21.8,"2024","Aug","Epilimnion","Epilimnion"
"5970","PLNO",2024-08-20,9,8.91,101.5,21.8,"2024","Aug","Epilimnion","Epilimnion"
"5971","PLNO",2024-08-20,10,8.9,101.3,21.7,"2024","Aug","Thermocline","Thermocline"
"5972","PLNO",2024-08-20,11,10.4,109.7,17.6,"2024","Aug","Thermocline","Thermocline"
"5973","PLNO",2024-08-20,12,11.49,111.9,14.2,"2024","Aug","Thermocline","Thermocline"
"5974","PLNO",2024-08-20,13,11.4,104.3,13.5,"2024","Aug","Thermocline","Thermocline"
"5975","PLNO",2024-08-20,14,10.86,99.6,11.7,"2024","Aug","Hypolimnion","Thermocline"
"5976","PLNO",2024-08-20,15,10.87,98.1,10.8,"2024","Aug","Hypolimnion","Hypolimnion"
"5977","PLNO",2024-08-20,20,10.85,91.8,8.2,"2024","Aug","Hypolimnion","Hypolimnion"
"5978","PLNO",2024-08-20,25,10.38,85.5,7,"2024","Aug","Hypolimnion","Hypolimnion"
"5979","PLNO",2024-08-20,30,10.23,83.4,6.6,"2024","Aug","Hypolimnion","Hypolimnion"
"5980","PLNO",2024-08-20,35,10.16,82.4,6.4,"2024","Aug","Hypolimnion","Hypolimnion"
"5981","PLNO",2024-08-20,40,10.04,81.1,6.2,"2024","Aug","Hypolimnion","Hypolimnion"
"5982","PLNO",2024-10-01,0.1,9.7,100.8,17.2,"2024","Oct","Epilimnion","Epilimnion"
"5983","PLNO",2024-10-01,1,9.67,100.6,17.3,"2024","Oct","Epilimnion","Epilimnion"
"5984","PLNO",2024-10-01,2,9.66,100.5,17.3,"2024","Oct","Epilimnion","Epilimnion"
"5985","PLNO",2024-10-01,3,9.64,100.3,17.3,"2024","Oct","Epilimnion","Epilimnion"
"5986","PLNO",2024-10-01,4,9.62,100.1,17.3,"2024","Oct","Epilimnion","Epilimnion"
"5987","PLNO",2024-10-01,5,9.6,99.7,17.2,"2024","Oct","Epilimnion","Epilimnion"
"5988","PLNO",2024-10-01,6,9.57,99.4,17.2,"2024","Oct","Epilimnion","Epilimnion"
"5989","PLNO",2024-10-01,7,9.55,99.2,17.2,"2024","Oct","Epilimnion","Epilimnion"
