"","Site","Date","Depth","DO","%_DO","Temp","Year","Month","Layer","Layer_Spline"
"2702","LWQA-S",2017-05-15,13,9.73,78.2,6,"2017","May","Hypolimnion","No Thermocline"
"2703","LWQA-S",2017-05-15,14,9.61,76.5,5.7,"2017","May","Hypolimnion","No Thermocline"
"2704","LWQA-S",2017-05-15,15,9.53,75.7,5.6,"2017","May","Hypolimnion","No Thermocline"
"2705","LWQA-S",2017-05-15,20,9.4,74.1,5.4,"2017","May","Hypolimnion","No Thermocline"
"2706","LWQA-S",2017-05-15,25,9.28,73,5.2,"2017","May","Hypolimnion","No Thermocline"
"2707","LWQA-S",2017-05-15,30,9.08,71,5.1,"2017","May","Hypolimnion","No Thermocline"
"2708","LWQA-S",2017-05-15,35,8.95,69.8,5,"2017","May","Hypolimnion","No Thermocline"
"2709","LWQA-S",2017-05-15,40,8.75,67.9,4.8,"2017","May","Hypolimnion","No Thermocline"
"2710","LWQA-S",2017-05-15,45,8.9,69,4.8,"2017","May","Hypolimnion","No Thermocline"
"2711","LWQA-S",2017-05-15,50,7.52,58.4,4.8,"2017","May","Hypolimnion","No Thermocline"
"2712","LWQA-S",2017-06-12,0.1,8.78,88,15.95,"2017","Jun","Thermocline","No Thermocline"
"2713","LWQA-S",2017-06-12,1,8.89,87.6,14.7,"2017","Jun","Thermocline","No Thermocline"
"2714","LWQA-S",2017-06-12,2,8.93,87.4,14.3,"2017","Jun","Thermocline","No Thermocline"
"2715","LWQA-S",2017-06-12,3,9.05,87.6,13.8,"2017","Jun","Thermocline","No Thermocline"
"2716","LWQA-S",2017-06-12,4,9.13,87.5,13.5,"2017","Jun","Thermocline","No Thermocline"
"2717","LWQA-S",2017-06-12,5,9.19,87.6,13.2,"2017","Jun","Thermocline","No Thermocline"
"2718","LWQA-S",2017-06-12,6,9.2,87.1,13,"2017","Jun","Thermocline","No Thermocline"
"2719","LWQA-S",2017-06-12,7,9.23,87,12.8,"2017","Jun","Thermocline","No Thermocline"
"2720","LWQA-S",2017-06-12,8,9.24,86.6,12.5,"2017","Jun","Thermocline","No Thermocline"
"2721","LWQA-S",2017-06-12,9,9.26,86.1,12.1,"2017","Jun","Thermocline","No Thermocline"
"2722","LWQA-S",2017-06-12,10,9.28,85.6,11.8,"2017","Jun","Thermocline","No Thermocline"
"2723","LWQA-S",2017-06-12,11,9.49,83.7,9.9,"2017","Jun","Hypolimnion","No Thermocline"
"2724","LWQA-S",2017-06-12,13,9.55,83.5,9.4,"2017","Jun","Hypolimnion","No Thermocline"
"2725","LWQA-S",2017-06-12,15,9.85,82.8,9.2,"2017","Jun","Hypolimnion","No Thermocline"
"2726","LWQA-S",2017-06-12,17,9.59,80.9,8.1,"2017","Jun","Hypolimnion","No Thermocline"
"2727","LWQA-S",2017-06-12,19,9.55,78.8,7.3,"2017","Jun","Hypolimnion","No Thermocline"
"2728","LWQA-S",2017-06-12,21,9.41,76.8,6.7,"2017","Jun","Hypolimnion","No Thermocline"
"2729","LWQA-S",2017-06-12,23,9.3,75.3,6.4,"2017","Jun","Hypolimnion","No Thermocline"
"2730","LWQA-S",2017-06-12,25,9.21,74.1,6.1,"2017","Jun","Hypolimnion","No Thermocline"
"2731","LWQA-S",2017-06-12,27,9.13,73.3,6,"2017","Jun","Hypolimnion","No Thermocline"
"2732","LWQA-S",2017-06-12,29,9.06,72.2,5.7,"2017","Jun","Hypolimnion","No Thermocline"
"2733","LWQA-S",2017-06-12,31,9,71.4,5.6,"2017","Jun","Hypolimnion","No Thermocline"
"2734","LWQA-S",2017-06-12,33,8.95,70.9,5.5,"2017","Jun","Hypolimnion","No Thermocline"
"2735","LWQA-S",2017-06-12,35,8.89,70.1,5.3,"2017","Jun","Hypolimnion","No Thermocline"
"2736","LWQA-S",2017-06-12,37,8.83,69.4,5.2,"2017","Jun","Hypolimnion","No Thermocline"
"2737","LWQA-S",2017-06-12,39,8.78,69.1,5.2,"2017","Jun","Hypolimnion","No Thermocline"
"2738","LWQA-S",2017-06-12,41,8.74,68.5,5.1,"2017","Jun","Hypolimnion","No Thermocline"
"2739","LWQA-S",2017-06-12,43,8.67,67.6,5,"2017","Jun","Hypolimnion","No Thermocline"
"2740","LWQA-S",2017-06-12,45,8.5,66.2,4.9,"2017","Jun","Hypolimnion","No Thermocline"
"2741","LWQA-S",2017-06-12,47,8.33,65,4.9,"2017","Jun","Hypolimnion","No Thermocline"
"2742","LWQA-S",2017-06-12,49,8.24,64.3,4.9,"2017","Jun","Hypolimnion","No Thermocline"
"2743","LWQA-S",2017-06-12,51,8.18,63.8,4.9,"2017","Jun","Hypolimnion","No Thermocline"
"2744","LWQA-S",2017-07-12,0.1,7.57,86.9,22.2,"2017","Jul","Epilimnion","Epilimnion"
"2745","LWQA-S",2017-07-12,1,7.61,86.9,22,"2017","Jul","Epilimnion","Epilimnion"
"2746","LWQA-S",2017-07-12,2,7.63,86.8,21.7,"2017","Jul","Epilimnion","Epilimnion"
"2747","LWQA-S",2017-07-12,3,7.64,86.7,21.6,"2017","Jul","Epilimnion","Epilimnion"
"2748","LWQA-S",2017-07-12,4,7.66,86.7,21.5,"2017","Jul","Epilimnion","Epilimnion"
"2749","LWQA-S",2017-07-12,5,7.65,86.6,21.5,"2017","Jul","Epilimnion","Epilimnion"
"2750","LWQA-S",2017-07-12,6,7.79,87.4,21,"2017","Jul","Thermocline","Thermocline"
"2751","LWQA-S",2017-07-12,7,8.31,89.6,19.1,"2017","Jul","Thermocline","Thermocline"
"2752","LWQA-S",2017-07-12,8,8.79,91.6,17.3,"2017","Jul","Thermocline","Thermocline"
"2753","LWQA-S",2017-07-12,10,9.01,90.1,15.4,"2017","Jul","Thermocline","Thermocline"
"2754","LWQA-S",2017-07-12,12,9,86.5,12.6,"2017","Jul","Thermocline","Thermocline"
"2755","LWQA-S",2017-07-12,14,9.35,82.2,9.7,"2017","Jul","Hypolimnion","Hypolimnion"
"2756","LWQA-S",2017-07-12,16,9.35,80.2,8.8,"2017","Jul","Hypolimnion","Hypolimnion"
"2757","LWQA-S",2017-07-12,18,9.25,77.3,7.6,"2017","Jul","Hypolimnion","Hypolimnion"
"2758","LWQA-S",2017-07-12,20,9.13,75.4,7.2,"2017","Jul","Hypolimnion","Hypolimnion"
"2759","LWQA-S",2017-07-12,22,8.94,73.1,6.7,"2017","Jul","Hypolimnion","Hypolimnion"
"2760","LWQA-S",2017-07-12,24,8.85,71.8,6.4,"2017","Jul","Hypolimnion","Hypolimnion"
"2761","LWQA-S",2017-07-12,26,8.81,71.1,6.3,"2017","Jul","Hypolimnion","Hypolimnion"
"2762","LWQA-S",2017-07-12,28,8.71,69.9,6,"2017","Jul","Hypolimnion","Hypolimnion"
"2763","LWQA-S",2017-07-12,30,8.63,68.8,5.7,"2017","Jul","Hypolimnion","Hypolimnion"
"2764","LWQA-S",2017-07-12,32,8.57,68.1,5.6,"2017","Jul","Hypolimnion","Hypolimnion"
"2765","LWQA-S",2017-07-12,34,8.53,67.3,5.5,"2017","Jul","Hypolimnion","Hypolimnion"
"2766","LWQA-S",2017-07-12,36,8.43,66.5,5.3,"2017","Jul","Hypolimnion","Hypolimnion"
"2767","LWQA-S",2017-07-12,38,8.4,66,5.2,"2017","Jul","Hypolimnion","Hypolimnion"
"2768","LWQA-S",2017-07-12,40,8.12,63.6,5,"2017","Jul","Hypolimnion","Hypolimnion"
"2769","LWQA-S",2017-07-12,42,8.06,63.1,5,"2017","Jul","Hypolimnion","Hypolimnion"
"2770","LWQA-S",2017-07-12,44,7.83,61.2,5,"2017","Jul","Hypolimnion","Hypolimnion"
"2771","LWQA-S",2017-07-12,46,7.6,59.5,5,"2017","Jul","Hypolimnion","Hypolimnion"
"2772","LWQA-S",2017-08-07,0.1,7.19,85.9,24.3,"2017","Aug","Epilimnion","Epilimnion"
"2773","LWQA-S",2017-08-07,1,7.21,85.5,23.9,"2017","Aug","Epilimnion","Epilimnion"
"2774","LWQA-S",2017-08-07,2,7.23,85.3,23.8,"2017","Aug","Epilimnion","Epilimnion"
"2775","LWQA-S",2017-08-07,3,7.22,86.2,23.7,"2017","Aug","Epilimnion","Epilimnion"
"2776","LWQA-S",2017-08-07,4,7.21,85,23.6,"2017","Aug","Epilimnion","Epilimnion"
"2777","LWQA-S",2017-08-07,5,7.22,85,23.5,"2017","Aug","Epilimnion","Epilimnion"
"2778","LWQA-S",2017-08-07,6,7.2,84.7,23.5,"2017","Aug","Epilimnion","Epilimnion"
"2779","LWQA-S",2017-08-07,7,7.21,84.7,23.4,"2017","Aug","Epilimnion","Epilimnion"
"2780","LWQA-S",2017-08-07,8,7.28,85,23.1,"2017","Aug","Thermocline","Thermocline"
"2781","LWQA-S",2017-08-07,9,8.46,90.6,18.7,"2017","Aug","Thermocline","Thermocline"
"2782","LWQA-S",2017-08-07,11,9.21,89.4,14,"2017","Aug","Thermocline","Thermocline"
"2783","LWQA-S",2017-08-07,13,9.34,83.3,10.3,"2017","Aug","Hypolimnion","Thermocline"
"2784","LWQA-S",2017-08-07,15,9.28,79.1,8.4,"2017","Aug","Hypolimnion","Hypolimnion"
"2785","LWQA-S",2017-08-07,17,9.08,76,7.6,"2017","Aug","Hypolimnion","Hypolimnion"
"2786","LWQA-S",2017-08-07,19,9.03,74.4,7,"2017","Aug","Hypolimnion","Hypolimnion"
"2787","LWQA-S",2017-08-07,21,8.92,72.7,6.6,"2017","Aug","Hypolimnion","Hypolimnion"
"2788","LWQA-S",2017-08-07,23,8.78,70.7,6.2,"2017","Aug","Hypolimnion","Hypolimnion"
"2789","LWQA-S",2017-08-07,25,8.67,69.4,5.9,"2017","Aug","Hypolimnion","Hypolimnion"
"2790","LWQA-S",2017-08-07,27,8.62,68.7,5.7,"2017","Aug","Hypolimnion","Hypolimnion"
"2791","LWQA-S",2017-08-07,29,8.56,68,5.6,"2017","Aug","Hypolimnion","Hypolimnion"
"2792","LWQA-S",2017-08-07,31,8.51,67.5,5.5,"2017","Aug","Hypolimnion","Hypolimnion"
"2793","LWQA-S",2017-08-07,33,8.46,66.9,5.4,"2017","Aug","Hypolimnion","Hypolimnion"
"2794","LWQA-S",2017-08-07,35,8.42,66.4,5.3,"2017","Aug","Hypolimnion","Hypolimnion"
"2795","LWQA-S",2017-08-07,37,8.39,66,5.2,"2017","Aug","Hypolimnion","Hypolimnion"
"2796","LWQA-S",2017-08-07,39,8.33,65.5,5.2,"2017","Aug","Hypolimnion","Hypolimnion"
"2797","LWQA-S",2017-08-07,41,8.22,64.4,5.1,"2017","Aug","Hypolimnion","Hypolimnion"
"2798","LWQA-S",2017-09-11,0.1,7.65,85.4,20.8,"2017","Sep","Epilimnion","Epilimnion"
"2799","LWQA-S",2017-09-11,1,7.64,85.2,20.7,"2017","Sep","Epilimnion","Epilimnion"
"2800","LWQA-S",2017-09-11,2,7.66,85.1,20.5,"2017","Sep","Epilimnion","Epilimnion"
"2801","LWQA-S",2017-09-11,3,7.65,85,20.5,"2017","Sep","Epilimnion","Epilimnion"
"2802","LWQA-S",2017-09-11,4,7.64,84.8,20.5,"2017","Sep","Epilimnion","Epilimnion"
"2803","LWQA-S",2017-09-11,5,7.64,84.7,20.4,"2017","Sep","Epilimnion","Epilimnion"
"2804","LWQA-S",2017-09-11,6,7.63,84.5,20.4,"2017","Sep","Epilimnion","Epilimnion"
"2805","LWQA-S",2017-09-11,7,7.61,84.4,20.4,"2017","Sep","Epilimnion","Epilimnion"
"2806","LWQA-S",2017-09-11,8,7.59,84.2,20.4,"2017","Sep","Epilimnion","Epilimnion"
"2807","LWQA-S",2017-09-11,9,7.74,85,19.9,"2017","Sep","Thermocline","Epilimnion"
"2808","LWQA-S",2017-09-11,10,8.05,86.7,18.9,"2017","Sep","Thermocline","Thermocline"
"2809","LWQA-S",2017-09-11,11,8.92,91.4,16.6,"2017","Sep","Thermocline","Thermocline"
"2810","LWQA-S",2017-09-11,13,9.63,87.3,11,"2017","Sep","Thermocline","Thermocline"
"2811","LWQA-S",2017-09-11,15,9.36,80.2,8.7,"2017","Sep","Hypolimnion","Hypolimnion"
"2812","LWQA-S",2017-09-11,17,9.23,77.3,7.7,"2017","Sep","Hypolimnion","Hypolimnion"
"2813","LWQA-S",2017-09-11,19,9.01,74.4,7.2,"2017","Sep","Hypolimnion","Hypolimnion"
"2814","LWQA-S",2017-09-11,21,8.84,72.5,6.9,"2017","Sep","Hypolimnion","Hypolimnion"
"2815","LWQA-S",2017-09-11,23,8.51,69.4,6.6,"2017","Sep","Hypolimnion","Hypolimnion"
"2816","LWQA-S",2017-09-11,25,8.38,68,6.4,"2017","Sep","Hypolimnion","Hypolimnion"
"2817","LWQA-S",2017-09-11,27,8.36,67.3,6.1,"2017","Sep","Hypolimnion","Hypolimnion"
"2818","LWQA-S",2017-09-11,29,8.31,66.7,6,"2017","Sep","Hypolimnion","Hypolimnion"
"2819","LWQA-S",2017-09-11,31,8.29,66.2,5.8,"2017","Sep","Hypolimnion","Hypolimnion"
"2820","LWQA-S",2017-09-11,33,8.27,65.9,5.7,"2017","Sep","Hypolimnion","Hypolimnion"
"2821","LWQA-S",2017-09-11,35,8.25,65.5,5.6,"2017","Sep","Hypolimnion","Hypolimnion"
"2822","LWQA-S",2017-09-11,37,8.2,65,5.5,"2017","Sep","Hypolimnion","Hypolimnion"
"2823","LWQA-S",2017-09-11,39,8.15,64.5,5.4,"2017","Sep","Hypolimnion","Hypolimnion"
"2824","LWQA-S",2017-09-11,41,8.1,63.9,5.3,"2017","Sep","Hypolimnion","Hypolimnion"
"2825","LWQA-S",2017-09-11,43,7.53,59.3,5.2,"2017","Sep","Hypolimnion","Hypolimnion"
"2826","LWQA-S",2017-10-10,0.1,8.71,83.9,13.7,"2017","Oct","Epilimnion","Epilimnion"
"2827","LWQA-S",2017-10-10,1,8.64,83.4,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2828","LWQA-S",2017-10-10,2,8.61,83.2,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2829","LWQA-S",2017-10-10,3,8.59,83,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2830","LWQA-S",2017-10-10,4,8.56,82.9,13.9,"2017","Oct","Epilimnion","Epilimnion"
"2831","LWQA-S",2017-10-10,5,8.56,82.6,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2832","LWQA-S",2017-10-10,6,8.54,82.5,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2833","LWQA-S",2017-10-10,7,8.52,82.3,13.9,"2017","Oct","Epilimnion","Epilimnion"
"2834","LWQA-S",2017-10-10,8,8.5,82.1,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2835","LWQA-S",2017-10-10,9,8.49,82,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2836","LWQA-S",2017-10-10,10,8.47,81.8,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2837","LWQA-S",2017-10-10,11,8.46,81.7,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2838","LWQA-S",2017-10-10,12,8.44,81.5,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2839","LWQA-S",2017-10-10,13,8.42,81.4,13.8,"2017","Oct","Epilimnion","Epilimnion"
"2840","LWQA-S",2017-10-10,14,8.39,81,13.8,"2017","Oct","Thermocline","Epilimnion"
"2841","LWQA-S",2017-10-10,15,8.7,80.8,12,"2017","Oct","Thermocline","Thermocline"
"2842","LWQA-S",2017-10-10,16,8.86,76.4,8.8,"2017","Oct","Hypolimnion","Thermocline"
"2843","LWQA-S",2017-10-10,18,8.76,73,7.6,"2017","Oct","Hypolimnion","Hypolimnion"
"2844","LWQA-S",2017-10-10,20,8.6,70.9,7.1,"2017","Oct","Hypolimnion","Hypolimnion"
"2845","LWQA-S",2017-10-10,22,8.47,69.2,6.7,"2017","Oct","Hypolimnion","Hypolimnion"
"2846","LWQA-S",2017-10-10,24,8.41,68.5,6.6,"2017","Oct","Hypolimnion","Hypolimnion"
"2847","LWQA-S",2017-10-10,26,8.34,67.5,6.4,"2017","Oct","Hypolimnion","Hypolimnion"
"2848","LWQA-S",2017-10-10,28,8.28,66.8,6.2,"2017","Oct","Hypolimnion","Hypolimnion"
"2849","LWQA-S",2017-10-10,30,8.22,66.2,6.1,"2017","Oct","Hypolimnion","Hypolimnion"
"2850","LWQA-S",2017-10-10,32,8.17,65.3,5.9,"2017","Oct","Hypolimnion","Hypolimnion"
"2851","LWQA-S",2017-10-10,34,8.09,64.6,5.8,"2017","Oct","Hypolimnion","Hypolimnion"
"2852","LWQA-S",2017-10-10,36,8.07,64.3,5.7,"2017","Oct","Hypolimnion","Hypolimnion"
"2853","LWQA-S",2017-10-10,38,8.04,64.1,5.7,"2017","Oct","Hypolimnion","Hypolimnion"
"2854","LWQA-S",2017-10-10,40,8.04,63.7,5.5,"2017","Oct","Hypolimnion","Hypolimnion"
"2855","LWQA-S",2017-10-10,42,7.99,63.1,5.4,"2017","Oct","Hypolimnion","Hypolimnion"
"2856","LWQA-S",2017-10-10,44,7.6,61,5.4,"2017","Oct","Hypolimnion","Hypolimnion"
"2857","LWQA-S",2018-06-05,0.1,8.17,79.9,14.3,"2018","Jun","Epilimnion","No Thermocline"
"2858","LWQA-S",2018-06-05,1,8.23,80.2,14.2,"2018","Jun","Epilimnion","No Thermocline"
"2859","LWQA-S",2018-06-05,2,8.24,80.5,14.3,"2018","Jun","Epilimnion","No Thermocline"
"2860","LWQA-S",2018-06-05,3,8.26,80.5,14.2,"2018","Jun","Thermocline","No Thermocline"
"2861","LWQA-S",2018-06-05,4,8.49,79.7,12.6,"2018","Jun","Thermocline","No Thermocline"
"2862","LWQA-S",2018-06-05,6,8.59,79.8,11.9,"2018","Jun","Thermocline","No Thermocline"
"2863","LWQA-S",2018-06-05,8,8.84,78.8,10.3,"2018","Jun","Thermocline","No Thermocline"
"2864","LWQA-S",2018-06-05,10,9.04,76.4,8,"2018","Jun","Hypolimnion","No Thermocline"
"2865","LWQA-S",2018-06-05,12,9.05,75.7,7.6,"2018","Jun","Hypolimnion","No Thermocline"
"2866","LWQA-S",2018-06-05,14,9.03,74.6,7.1,"2018","Jun","Hypolimnion","No Thermocline"
"2867","LWQA-S",2018-06-05,16,9.02,74.1,6.9,"2018","Jun","Hypolimnion","No Thermocline"
"2868","LWQA-S",2018-06-05,18,9,73.2,6.5,"2018","Jun","Hypolimnion","No Thermocline"
"2869","LWQA-S",2018-06-05,20,8.95,71.3,5.7,"2018","Jun","Hypolimnion","No Thermocline"
"2870","LWQA-S",2018-06-05,22,8.92,70.4,5.4,"2018","Jun","Hypolimnion","No Thermocline"
"2871","LWQA-S",2018-06-05,24,8.85,69.5,5.2,"2018","Jun","Hypolimnion","No Thermocline"
"2872","LWQA-S",2018-06-05,26,8.8,69.1,5.1,"2018","Jun","Hypolimnion","No Thermocline"
"2873","LWQA-S",2018-06-05,28,8.74,68.4,5,"2018","Jun","Hypolimnion","No Thermocline"
"2874","LWQA-S",2018-06-05,30,8.72,68.1,4.9,"2018","Jun","Hypolimnion","No Thermocline"
"2875","LWQA-S",2018-06-05,32,8.68,67.6,4.8,"2018","Jun","Hypolimnion","No Thermocline"
"2876","LWQA-S",2018-06-05,34,8.64,67.3,4.8,"2018","Jun","Hypolimnion","No Thermocline"
"2877","LWQA-S",2018-06-05,36,8.61,67.1,4.8,"2018","Jun","Hypolimnion","No Thermocline"
"2878","LWQA-S",2018-06-05,38,8.6,66.8,4.7,"2018","Jun","Hypolimnion","No Thermocline"
"2879","LWQA-S",2018-06-05,40,8.56,66.5,4.7,"2018","Jun","Hypolimnion","No Thermocline"
"2880","LWQA-S",2018-06-05,42,8.53,66.2,4.7,"2018","Jun","Hypolimnion","No Thermocline"
"2881","LWQA-S",2018-06-05,44,8.45,65.6,4.7,"2018","Jun","Hypolimnion","No Thermocline"
"2882","LWQA-S",2018-07-09,0.1,7.44,80.9,19.4,"2018","Jul","Epilimnion","Epilimnion"
"2883","LWQA-S",2018-07-09,1,7.55,81.5,19,"2018","Jul","Epilimnion","Epilimnion"
"2884","LWQA-S",2018-07-09,2,7.59,81.2,18.9,"2018","Jul","Epilimnion","Epilimnion"
"2885","LWQA-S",2018-07-09,3,7.58,81.2,18.7,"2018","Jul","Epilimnion","Epilimnion"
"2886","LWQA-S",2018-07-09,4,7.6,81.1,18.5,"2018","Jul","Epilimnion","Epilimnion"
"2887","LWQA-S",2018-07-09,5,7.62,81.1,18.4,"2018","Jul","Epilimnion","Epilimnion"
"2888","LWQA-S",2018-07-09,6,7.73,81.2,17.8,"2018","Jul","Epilimnion","Epilimnion"
"2889","LWQA-S",2018-07-09,7,7.83,81.1,17,"2018","Jul","Epilimnion","Epilimnion"
"2890","LWQA-S",2018-07-09,8,7.9,81.2,16.6,"2018","Jul","Thermocline","Epilimnion"
"2891","LWQA-S",2018-07-09,9,8.11,81.3,15.4,"2018","Jul","Thermocline","Epilimnion"
"2892","LWQA-S",2018-07-09,11,8.43,81.4,13.6,"2018","Jul","Thermocline","Thermocline"
"2893","LWQA-S",2018-07-09,13,8.75,77.4,10.1,"2018","Jul","Hypolimnion","Thermocline"
"2894","LWQA-S",2018-07-09,15,8.89,75.7,8.3,"2018","Jul","Hypolimnion","Hypolimnion"
"2895","LWQA-S",2018-07-09,17,8.9,74.1,7.5,"2018","Jul","Hypolimnion","Hypolimnion"
"2896","LWQA-S",2018-07-09,19,8.93,72.8,6.7,"2018","Jul","Hypolimnion","Hypolimnion"
"2897","LWQA-S",2018-07-09,21,8.9,71.8,6.2,"2018","Jul","Hypolimnion","Hypolimnion"
"2898","LWQA-S",2018-07-09,23,8.85,71,6,"2018","Jul","Hypolimnion","Hypolimnion"
"2899","LWQA-S",2018-07-09,25,8.82,70.3,5.7,"2018","Jul","Hypolimnion","Hypolimnion"
"2900","LWQA-S",2018-07-09,27,8.78,69.8,5.6,"2018","Jul","Hypolimnion","Hypolimnion"
"2901","LWQA-S",2018-07-09,29,8.76,69.3,5.4,"2018","Jul","Hypolimnion","Hypolimnion"
"2902","LWQA-S",2018-07-09,31,8.73,69,5.4,"2018","Jul","Hypolimnion","Hypolimnion"
"2903","LWQA-S",2018-07-09,33,8.71,68.5,5.2,"2018","Jul","Hypolimnion","Hypolimnion"
"2904","LWQA-S",2018-07-09,35,8.66,67.9,5.1,"2018","Jul","Hypolimnion","Hypolimnion"
"2905","LWQA-S",2018-07-09,37,8.6,67.3,5,"2018","Jul","Hypolimnion","Hypolimnion"
"2906","LWQA-S",2018-07-09,39,8.55,66.6,4.9,"2018","Jul","Hypolimnion","Hypolimnion"
"2907","LWQA-S",2018-07-09,41,8.45,65.8,4.8,"2018","Jul","Hypolimnion","Hypolimnion"
"2908","LWQA-S",2018-07-09,43,8.4,65.4,4.8,"2018","Jul","Hypolimnion","Hypolimnion"
"2909","LWQA-S",2018-08-06,0.1,7.4,85.2,22.3,"2018","Aug","Epilimnion","Epilimnion"
"2910","LWQA-S",2018-08-06,1,7.4,85,22.2,"2018","Aug","Epilimnion","Epilimnion"
"2911","LWQA-S",2018-08-06,2,7.41,84.9,22.1,"2018","Aug","Epilimnion","Epilimnion"
"2912","LWQA-S",2018-08-06,3,7.42,84.8,22,"2018","Aug","Epilimnion","Epilimnion"
"2913","LWQA-S",2018-08-06,4,7.41,84.8,22,"2018","Aug","Epilimnion","Epilimnion"
"2914","LWQA-S",2018-08-06,5,7.41,84.8,22,"2018","Aug","Epilimnion","Epilimnion"
"2915","LWQA-S",2018-08-06,6,7.45,84.9,21.8,"2018","Aug","Epilimnion","Epilimnion"
"2916","LWQA-S",2018-08-06,7,7.58,86.1,21.5,"2018","Aug","Thermocline","Epilimnion"
"2917","LWQA-S",2018-08-06,8,8.22,89.9,19.7,"2018","Aug","Thermocline","Thermocline"
"2918","LWQA-S",2018-08-06,10,8.67,89.8,17,"2018","Aug","Thermocline","Thermocline"
"2919","LWQA-S",2018-08-06,12,9.34,85.3,11.4,"2018","Aug","Thermocline","Thermocline"
"2920","LWQA-S",2018-08-06,14,9.48,81.3,8.6,"2018","Aug","Hypolimnion","Hypolimnion"
"2921","LWQA-S",2018-08-06,16,9.49,79.3,7.6,"2018","Aug","Hypolimnion","Hypolimnion"
"2922","LWQA-S",2018-08-06,18,9.45,77.5,7,"2018","Aug","Hypolimnion","Hypolimnion"
"2923","LWQA-S",2018-08-06,20,9.31,75.6,6.4,"2018","Aug","Hypolimnion","Hypolimnion"
"2924","LWQA-S",2018-08-06,22,9.26,74.3,6.1,"2018","Aug","Hypolimnion","Hypolimnion"
"2925","LWQA-S",2018-08-06,24,9.18,73.3,5.8,"2018","Aug","Hypolimnion","Hypolimnion"
"2926","LWQA-S",2018-08-06,26,9.1,72.3,5.6,"2018","Aug","Hypolimnion","Hypolimnion"
"2927","LWQA-S",2018-08-06,28,9.09,71.8,5.4,"2018","Aug","Hypolimnion","Hypolimnion"
"2928","LWQA-S",2018-08-06,30,9.04,71.3,5.3,"2018","Aug","Hypolimnion","Hypolimnion"
"2929","LWQA-S",2018-08-06,32,9.01,70.9,5.2,"2018","Aug","Hypolimnion","Hypolimnion"
"2930","LWQA-S",2018-08-06,34,8.97,70.4,5.1,"2018","Aug","Hypolimnion","Hypolimnion"
"2931","LWQA-S",2018-08-06,36,8.9,69.8,5.1,"2018","Aug","Hypolimnion","Hypolimnion"
"2932","LWQA-S",2018-08-06,38,8.86,69.5,5.1,"2018","Aug","Hypolimnion","Hypolimnion"
"2933","LWQA-S",2018-08-06,40,8.78,68.6,5,"2018","Aug","Hypolimnion","Hypolimnion"
"2934","LWQA-S",2018-08-06,42,8.56,66.7,4.9,"2018","Aug","Hypolimnion","Hypolimnion"
"2935","LWQA-S",2018-08-06,44,8.38,64,4.9,"2018","Aug","Hypolimnion","Hypolimnion"
"2936","LWQA-S",2018-08-06,46,7.14,55,4.9,"2018","Aug","Hypolimnion","Hypolimnion"
"2937","LWQA-S",2018-09-09,0.1,7.72,83.2,19,"2018","Sep","Epilimnion","Epilimnion"
"2938","LWQA-S",2018-09-09,1,7.69,83.1,19.1,"2018","Sep","Epilimnion","Epilimnion"
"2939","LWQA-S",2018-09-09,2,7.68,82.9,19.1,"2018","Sep","Epilimnion","Epilimnion"
"2940","LWQA-S",2018-09-09,3,7.67,82.8,19.1,"2018","Sep","Epilimnion","Epilimnion"
"2941","LWQA-S",2018-09-09,4,7.66,82.6,19,"2018","Sep","Epilimnion","Epilimnion"
"2942","LWQA-S",2018-09-09,5,7.65,82.4,19,"2018","Sep","Epilimnion","Epilimnion"
"2943","LWQA-S",2018-09-09,6,7.63,82.3,19,"2018","Sep","Epilimnion","Epilimnion"
"2944","LWQA-S",2018-09-09,7,7.62,82.1,19,"2018","Sep","Epilimnion","Epilimnion"
"2945","LWQA-S",2018-09-09,8,7.6,82,19,"2018","Sep","Epilimnion","Epilimnion"
"2946","LWQA-S",2018-09-09,9,7.59,81.8,19,"2018","Sep","Epilimnion","Epilimnion"
"2947","LWQA-S",2018-09-09,10,7.6,81.5,18.7,"2018","Sep","Thermocline","Epilimnion"
"2948","LWQA-S",2018-09-09,11,7.83,82.1,17.6,"2018","Sep","Thermocline","Thermocline"
"2949","LWQA-S",2018-09-09,13,8.99,86.2,13.3,"2018","Sep","Thermocline","Thermocline"
"2950","LWQA-S",2018-09-09,15,9.3,81.6,9.5,"2018","Sep","Thermocline","Thermocline"
"2951","LWQA-S",2018-09-09,17,9.17,76.1,7.5,"2018","Sep","Hypolimnion","Hypolimnion"
"2952","LWQA-S",2018-09-09,19,9,73.4,6.7,"2018","Sep","Hypolimnion","Hypolimnion"
"2953","LWQA-S",2018-09-09,21,8.93,72.2,6.4,"2018","Sep","Hypolimnion","Hypolimnion"
